"Compartment"	"Host_order"	"Class"	"total_reads"	"total_reads_com_host"	"prop"
"1613"	"Total_phyllosphere"	"Poales"	"Tremellomycetes"	83866	1662362	0.0504499020069034
"1614"	"Total_phyllosphere"	"Poales"	"Tritirachiomycetes"	0	1662362	0
"1615"	"Total_phyllosphere"	"Poales"	"Umbelopsidomycetes"	0	1662362	0
"1616"	"Total_phyllosphere"	"Poales"	"Ustilaginomycetes"	13728	1662362	0.00825812909582871
"1617"	"Total_phyllosphere"	"Poales"	"Wallemiomycetes"	0	1662362	0
"1618"	NA	NA	""	297	705	0.421276595744681
"1619"	NA	NA	"Agaricomycetes"	0	705	0
"1620"	NA	NA	"Agaricostilbomycetes"	0	705	0
"1621"	NA	NA	"Arthoniomycetes"	0	705	0
"1622"	NA	NA	"Cystobasidiomycetes"	27	705	0.0382978723404255
"1623"	NA	NA	"Dothideomycetes"	0	705	0
"1624"	NA	NA	"Eurotiomycetes"	0	705	0
"1625"	NA	NA	"Exobasidiomycetes"	0	705	0
"1626"	NA	NA	"Lecanoromycetes"	0	705	0
"1627"	NA	NA	"Leotiomycetes"	379	705	0.53758865248227
"1628"	NA	NA	"Malasseziomycetes"	0	705	0
"1629"	NA	NA	"Microbotryomycetes"	0	705	0
"1630"	NA	NA	"Mucoromycetes"	0	705	0
"1631"	NA	NA	"Orbiliomycetes"	0	705	0
"1632"	NA	NA	"Pezizomycetes"	0	705	0
"1633"	NA	NA	"Pucciniomycetes"	0	705	0
"1634"	NA	NA	"Rhizophlyctidomycetes"	0	705	0
"1635"	NA	NA	"Saccharomycetes"	0	705	0
"1636"	NA	NA	"Sordariomycetes"	2	705	0.00283687943262411
"1637"	NA	NA	"Spiculogloeomycetes"	0	705	0
"1638"	NA	NA	"Spizellomycetes"	0	705	0
"1639"	NA	NA	"Taphrinomycetes"	0	705	0
"1640"	NA	NA	"Tremellomycetes"	0	705	0
"1641"	NA	NA	"Ustilaginomycetes"	0	705	0
